“ዩሬካ ድራማ” አዳዲስ የመጽሐፍ ቅዱስ ጥናት ክፍሎችን ወይም ጉባኤዎችን ለማቋቋም ትልቅ እገዛ አበርክቷል፤ ቀደም ሲል ከተቋቋሙት ክፍሎች ወይም ጉባኤዎች መካከል ወደተለያዩ ቦታዎች የሚላኩት ተናጋሪዎች፣ ንግግር በመስጠትና “ዩሬካ ድራማን” በማሳየት አዳዲስ ክፍሎችን ያቋቁሙ ነበር። ,“Yureekaa Diraamaan” Barattoonni Macaafa Qulqulluu qayyabattoota haaraa argachuuf bakka namoonni baayʼinaan jiran dhaqanii haasaa yeroo kennanitti baayʼee isaan fayyadeera. 
ለምሳሌ ያህል፣ ቴሌቪዥን ስንመለከት እኔ የምወደው ስፖርት ሲሆን እሷ ግን ድራማ ማየት ትመርጣለች። ,"Fakkeenyaaf, yeroo televijiinii ilaallu ani ispoortii ilaaluun jaalladha, isheen garuu diraamaa jaallatti. "
2 በዛሬው ጊዜ በጣም ወሳኝ የሆነ አንድ ድራማ እየተከናወነ ሲሆን ይህ ድራማ አንተንም ይጨምራል! ,"2 Yeroo harʼaatti, diraamaan bakka guddaa qabu raawwatamaa kan jiru siʼa taʼu, diraamaan kun siinis kan dabalatudha! "
ከዚያም እነዚህን ፊልሞችና ስላይዶች “ፎቶ ድራማ” ከተባለው ከድሮው ፊልም ላይ ከተወሰዱና አገልግሎት መስጠት ከሚችሉ ስላይዶች ጋር አንድ ላይ አቀናጇቸው። ,Achiis islaayidii “Footoo Diraamaa” isa duraa kutaa tokko tokkoo wajjin walitti makuudhaan qopheessan. 
"“ፎቶ ድራማ” ለመጀመሪያ ጊዜ ለእይታ የቀረበው ጥር 11, 1914 በኒው ዮርክ ሲቲ ነበር። ","Fiilmiin “Footoo Diraamaa” jedhamu jalqaba kan argisiifame Amajjii 11, 1914tti, Niiwu Yoorki Siitii keessatti ture. "
“የፍጥረት ፎቶ ድራማ” ለተመለከቱት ሁሉ በረከት የሆነው እንዴት ነው? ,"Fiilmiin “Footoo Diraamaa Oov Kiriʼeeshin” jedhamu, warra fiilmicha ilaalaniif eebba ture kan jennu maaliifi? "
11 ሻርለ ሮኔር የተባለ የ18 ዓመት ወጣት በፈረንሳይኛ የተተረጎመውን “ፎቶ ድራማ” ፊልም መመልከቱ በሕይወቱ ውስጥ ትልቅ ለውጥ አምጥቷል። ,"11 Fiilmiin “Footoo Diraamaa” afaan Faransaayitti hiikame, Chaarlis Roonar isa umriinsaa waggaa 18 taʼerratti dhiibbaa gaarii geessiseera. "
"“ፎቶ ድራማ” ጥር 11, 1914 ለመጀመሪያ ጊዜ ለእይታ የበቃው በወቅቱ የዓለም አቀፉ የመጽሐፍ ቅዱስ ተማሪዎች ማኅበር ንብረት በሆነው በኒው ዮርክ ሲቲ ቲያትር ቤት ነበር ","Fiilmiin “Footoo Diraamaa” jalqaba kan argisiifame Amajjii 11, 1914tti, Niiwu Yoorki Siitii keessattidha; iddoon fiilmiin kun itti argisiifame yeroo booda kan Waldaa Barattoota Macaafa Qulqulluu Addunyaa Maraa taʼeera "
“ሳይፈጸም የቀረ አንድም ቃል የለም” የተባለውን ድራማ በቤተሰብ ሆናችሁ ተመልከቱ።Viidiyoo ‘Abdii Waaqayyo Kenne Keessaa Tokkollee Lafa Buʼee Hin Hafne’ jedhamu maatii kee wajjin ilaali.,Viidiyoo ‘Abdii Waaqayyo Kenne Keessaa Tokkollee Lafa Buʼee Hin Hafne’ jedhamu maatii kee wajjin ilaali. 
“ፎቶ ድራማ” ምን ያህል በስፋት ታይቷል? ,Fiilmiin “Footoo Diraamaa” hammam balʼinaan argisiifameera? 
“ዩሬካ ድራማ” የፊልም ቲያትር ቤቶች በሚገኙባቸው ቦታዎችም ሳይቀር ተወዳጅ ሆኖ ነበር። ,"“Yureekaa Diraamaan,” bakka fiilmiiwwan kan biraan itti argisiifamanittillee beekamaa taʼee ture. "
“የፍጥረት ፎቶ ድራማ”* ,Fiilmii “Footoo Diraamaa oov Kiriʼeeshin”* 
ሉዓላዊነትን በተመለከተ ሲካሄድ የቆየው ድራማ ሲጠናቀቅ በግለሰብ ደረጃ ጥቅም ለማግኘት ምን ማድረግ አለብን? ,"Yeroo diraamaan inni olaantummaa dabalatu xumuramutti, dhuunfaatti faayidaa argachuuf maal gochuu qabna? "
ተሻሽሎ የወጣው “የፎቶ ድራማ” ፊልም “የፍጥረት ድራማ” የሚል አዲስ ስያሜ የተሰጠው ለዚህ ነው። ,"“Footoo Diraamaan” haareffamee baʼe kun, “Kiriʼeeshin Diraamaa” jedhamee kan waamames kanaafidha. "
“ድራማውን” ከተመለከቱት መካከል ብዙዎቹ የፍጥረት ፎቶ ድራማ አጭር መግለጫ የተሰኘውን መጽሐፍ ተቀብለዋል። ,“Diraamicha” erga ilaalanii booda namoonni hedduun kitaaba waaʼee “Footoo Diraamaa” ibsuufi Seenaariyoo oov za Footoo Diraamaa oov Kiriʼeeshin jedhamu fudhataniiru. 
ድራማ፦ (1) በዛሬው ጊዜ ያሉ በርካታ ክርስቲያን ወጣቶች ያሉበት ሁኔታ ጢሞቴዎስ ከነበረበት ሁኔታ ጋር የሚመሳሰለው በየትኞቹ መንገዶች ነው? ,Diraamaa: (1) Haalli Ximotewos keessa tureefi haalli dargaggoonni Kiristiyaanaa hedduun yeroo harʼaa keessatti argaman kan wal fakkaatu akkamitti? 
መጽሐፉ የያዛቸው “ከዩሬካ ድራማ” ላይ የተወሰዱ ሥዕላዊ መግለጫዎችና ንግግሮች መጽሐፍ ቅዱስ ‘አዲስ መጽሐፍ መስሎ እንዲታይ’ አድርገዋል። ,"Kitaabni kun ibsawwaniifi barumsawwan “Diraamichaatiin” kan guutame siʼa taʼu, Macaafni Qulqulluun “kitaabuma haaraa akka fakkaatu” godheera. "
“የፍጥረት ፎቶ ድራማ” የተባለው ፊልም የተሠራው እንዴት ነው? ,Fiilmii “Footoo Diraamaa Oov Kiriʼeeshin” jedhamu qopheessuun maalfaa dabalata ture? 
ይሁን እንጂ “የፍጥረት ድራማ” ምንድን ነው? ,"Haataʼu malee, “Kiriʼeeshin Diraamaan” maalidha? "
በኋላ ደግሞ በ1914 መታየት የጀመረው “የፍጥረት ፎቶ ድራማ” እንዲሁም በ1917 የወጣው ያለቀለት ሚስጥር (እንግሊዝኛ) የተባለው መጽሐፍም ሆነ ሌሎች መሣሪያዎች የአምላክን ሕዝቦች መንፈሳዊነት አጠናክረዋል። ,"Yeroo booda immoo, meeshaaleen kan akka, “Footoo Diraamaa oov Kiriʼeeshin” bara 1914tti qophaaʼee fi kitaabni Za Finiishdi Mistirii jedhamuu fi bara 1917tti qophaaʼees amantii saba Waaqayyoo cimsaniiru. "
“ዩሬካ ዋይ” የተባለውን ድራማ ለማጫወት የሚያገለግለው ፕሮጀክተር ያለኤሌክትሪክ ኃይል በጋዝ መብራት ሊሠራ ይችል ነበር። ,"“Yureekaa Yn” immoo humna elektiriikiitiin alatti, meeshaa kaarbaayid laamp jedhamutti fayyadamuudhaan argisiifamuu ni dandaʼa ture. "
የሚደመጡ ነገሮችን ብቻ የያዘውን “ዩሬካ ኤክስ” የተባለውን ድራማ በቀንም ሆነ በማታ ማጫወት ይቻል ነበር። ,“Yureekaa X” isa sagalee qofaan qophaaʼe guyyaas taʼe halkan taphachiisuun ni dandaʼama. 
“ፎቶ ድራማ” የተባለውን ፊልም ለማዘጋጀት ይህን ያህል ጊዜና ገንዘብ መሥዋዕት የተደረገው ለምንድን ነው? ,Fiilmii “Footoo Diraamaa” qopheessuuf yeroofi qarshii hedduu dhangalaasuun kan barbaachise maaliifi? 
“ዩሬካ ድራማ” በታሪክ ውስጥ የተወው አሻራ ያን ያህል የጎላ ባይሆንም ከአውስትራሊያ እስከ አርጀንቲና፣ ከደቡብ አፍሪካ እስከ ብሪታንያ ደሴቶች፣ በሕንድ እና በካሪቢያን የሚኖሩ በሚሊዮን የሚቆጠሩ ሰዎች ይህን ልዩ “ድራማ” አይተውታል። ,"“Yureekaa Diraamaan” wanta seenaa keessatti baayʼee yaadatamu taʼuu baatus, Awustiraaliyaadhaa hanga Arjantiinaatti, Afriikaa Kibbaatii hanga Odoolota Biritaaniyaatti, Hindiitti, Kaariibiyaanitti namoonni miliyoonaan lakkaaʼaman fiilmii adda taʼe kana ilaalaniiru. "
ለምሳሌ ያህል፣ በጀርመን የሉድቪክስበርክ ከተማ ነዋሪዎች “‘የፍጥረት ድራማ’ በድጋሚ የሚታየው መቼ ነው?” በማለት ይጠይቁ ነበር። ,"Fakkeenyaaf, jiraattonni magaalaa Luudwiigsibargi, Jarman, “‘Footoo Diraamaan’ lammata yoom agarsiifama?” "
7:31) ጳውሎስ ይህን ሲናገር፣ ዓለምን ትእይንቱ እስኪለወጥ ድረስ ጥሩ ወይም መጥፎ ገጸ ባሕርያትን ተላብሰው ድራማ የሚጫወቱ ተዋንያን ከሚተውኑበት መድረክ ጋር ማመሳሰሉ ሳይሆን አይቀርም። ,"7:31, NW) Phaawulos yommuu akkas jedhu biyya lafaa, waltajjii, taatonni diraamaa hojjetan hamma doʼichi jijjiiramutti nama gaarii ykn gadhee taʼanii irratti hirmaatanitti fakkeessuusaa taʼuu dandaʼa. "
የዝግመተ ለውጥ ንድፈ ሐሳብ፣ በመጽሐፍ ቅዱስ ላይ የሚሰነዘር ትችትና ሁሉን ነገር የመጠራጠር አስተሳሰብ የብዙዎችን እምነት ሸርሽሮ በነበረበት በዚያ ዘመን “ፎቶ ድራማ” ይሖዋ ፈጣሪ መሆኑን በሰፊው አሳውቋል። ,"Yeroo barumsi jijjiirama tirannaa, ceephooniifi shakkiin, namoonni baayʼeen amantii akka dhaban godhee ture sanatti, fiilmiin “Footoo Diraamaa” jedhamu kun, Yihowaan Uumaa taʼuusaa beeksisee ture. "
22 ብዛት ላላቸው ሰዎች ለመስበክ ከተጠቀምንባቸው እንደ ጋዜጦች፣ “ፎቶ ድራማ፣” የሬዲዮ ፕሮግራም እና ኢንተርኔት ያሉ ዘዴዎች መካከል የትኛውም ቢሆን የተዘጋጀበት ዓላማ ከቤት ወደ ቤት እየሄዱ ማገልገልን እንዲተካ አይደለም። ,"22 Malli namoota hedduudhaaf dhugaa baʼuuf itti fayyadamne kamiyyuu, jechuunis gaazexaan, fiilmiin “Footoo Diraamaa,” sagantaan raadiyoofi Weeb saayitiin keenya tajaajila manaa gara manaatti goonu bakka buʼuu hin dandaʼan. "
ይሄኛው የስብከት ዘዴ ቢቋረጥም “የፍጥረት ፎቶ ድራማ” እንደ ተባለው ፊልም የመሳሰሉት ሌሎች ዘዴዎች ውጤታማ መሆናቸውን ቀጥለው ነበር። ,"Karaa kanaan lallabuun kan dhaabate taʼus, mala garabiraa kan akka fiilmii “Footoo Diraamaa oov Kiriʼeeshin” jedhamuun lallabuun buʼaa gaarii argamsiisuusaa itti fufeera. "
“የፎቶ ድራማ” እና “የዩሬካ ድራማ” ዓላማ መጽሐፍ ቅዱስ “ድንቅ የሆኑ ሳይንሳዊ እውነቶችና የሕይወት መመሪያ” የያዘ መጽሐፍ መሆኑን ሰዎች እንዲያምኑ መርዳት ነው። ,"“Footoo Diraamaa” fi “Yureekaa Diraamaan” Macaafni Qulqulluun, “madda saayinsii dhugaafi qajeelfama jireenyaa hunda caalu” taʼuusaa namoonni akka amanan gochuuf qophaaʼan. "
“ፎቶ ድራማ” ተንቀሳቃሽ ምስሎችንም ያካተተ ነበር። ,Fiilmiin “Footoo Diraamaa” jedhamu fakkiiwwan sochoʼan tokko tokko kan dabalatu ture. 
ለምሳሌ ያህል፣ “የፍጥረት ፎቶ ድራማ” የተባለውን ባለ ቀለም ሥዕሎች ያሉትና በድምፅ የተቀነባበረ ተንቀሳቃሽ ፊልም እንመልከት። ,Fiilmii “Footoo Diraamaa oov Kiriʼeeshin” jedhamu akka fakkeenyaatti haa ilaallu; fiilmiin kun fakkii halluu fi sagalee wajjin qindaaʼuudhaan qophaaʼe ture. 
በ1914 “ፎቶ ድራማ” በሕዝብ በተጨናነቁ አዳራሾች ውስጥ ይታይ ነበር ,"Bara 1914tti, fiilmiin “Footoo Diraamaa” galma namoonni hedduun keessatti walgaʼanitti argisiifama ture "
“የፍጥረት ድራማ” በሉክሰምበርግ፣ በስዊዘርላንድ፣ በኦስትሪያና በጀርመን እንዲሁም ጀርመንኛ ተናጋሪዎች ባሉባቸው ሌሎች ቦታዎች ታይቷል። ,"“Kiriʼeeshin Diraamaan,” Ostiriyaa, Jarman, Luksambargi, Siwiizarlaandiifi bakka namoonni afaan Jarman dubbatan jiran kaanitti agarsiifameera. "
ክፍሉን እንድታቀርብ ስትመደብ በንባብ የሚቀርበው ጽሑፍ፣ የንግግር አስተዋጽኦ፣ የመጽሐፍ ቅዱሳዊ ድራማ መመሪያ ወይም ጥቂት መመሪያዎችን የያዘ አንድ አንቀጽ ብቻ ይሰጥህ ይሆናል። ,"Kutaan akka dhiheessituuf sii kennamu, barreeffama dubbisaan ykn tooriirraa dhihaatu, qajeelfama diraamaa Macaafa Qulqulluu ykn barreeffama qajeelfama keeyyata tokko qofa qabate taʼuu dandaʼa. "
“ፎቶ ድራማ” አሊያም “ዩሬካ ድራማ” በ1916 በስዊድን ቋንቋ፣ በስፓንኛ፣ በአርሜንያ ቋንቋ፣ በዴኖ ኖርዌጂያን፣ በጀርመንኛ፣ በግሪክኛ፣ በጣሊያንኛ፣ በፈረንሳይኛና በፖላንድ ቋንቋ ተተርጉመው ነበር። ,"Bara 1916tti, fiilmiin “Footoo Diraamaa” ykn “Yureekaa Diraamaa” jedhamu, afaan Armeeniyaa, Daano Noorweey, Faransaay, Jarman, Giriik, Xaaliyaan, Poolaandi, Ispeeniifi afaan Siwiidinitti hiikameera. "
4 በጽንፈ ዓለም መድረክ ላይ እየተካሄደ ያለው ይህ ድራማ እርስ በርስ ተያያዥነት ባላቸው ሁለት ጉዳዮች ይኸውም በይሖዋ ሉዓላዊነትና በሰው ልጆች ንጹሕ አቋም ዙሪያ የሚያጠነጥን ነው። ,"4 Diraamaan uumama cufa keessatti raawwatamaa jiru kun, dhimmawwan wal qabatan lama jechuunis olaantummaa Yihowaafi amanamummaa ilmaan namootaa kan of keessaa qabudha. "
“ዩሬካ ድራማ” ብዙዎች የመጽሐፍ ቅዱስን እውነት እንዲያገኙ ረድቷል ,“Yureekaa Diraamaan” Namoonni Baayʼeen Dhugaa Macaafa Qulqulluu Akka Argatan Gargaareera 
ኤ ፓሬንትስ ጋይድ ቱ ዘ ቲን ይርስ የተባለው መጽሐፍ እንደገለጸው እነዚህ ሴቶች “ወሲብ መፈጸም የጀመሩ በዕድሜ የሚበልጧቸው ወንዶች ልጆች ዓይን ውስጥ ይገባሉ።” ,"Kitaabni Ingiliffaa A Parentʼs Guide to the Teen Years jedhamu, “Kana malees, ija dhiirota umuriidhaan isaan caalanii fi saalqunnamtii raawwachuu jalqabanii keessa galuu dandaʼu” jedheera. "
መጽሐፍ ቅዱስን ካጠና በኋላ ግን ሐሳቡን ቀየረ። ,Kitaaba Qulqulluu erga qoʼatee booda garuu yaada isaa jijjiire. 
መጽሐፍ ቅዱስን ስናጠና ይሖዋ ያልተጠበቁ ነገሮችን እንዳደረገ የሚያሳዩ በርካታ ዘገባዎችን እናገኛለን። ,"Kitaaba Qulqulluu yommuu qorannu, seenaawwan Yihowaan wanta hin eegamne akka raawwate ibsan hedduu arganna. "
እስቲ የራእይ መጽሐፍ ለእነዚህ ጥያቄዎች የሚሰጠውን መልስ እንመልከት። ,Gaaffiiwwan kun Macaafa Mulʼataa keessatti akkamitti deebii akka argatan hubadhaa. 
19 የአምላክ ቃል የሆነውን መጽሐፍ ቅዱስ በማግኘታችን እንዲሁም በውስጡ ባለው ኃይለኛ መልእክት ተጠቅመን የሐሰት ትምህርቶችን ከሥራቸው ነቅለን ለማስወገድና ቅን ልብ ያላቸውን ሰዎች ልብ ለመንካት በመቻላችን ምንኛ ደስተኞች ነን! ,"19 Macaafa Qulqulluu isa humna guddaa qabuufi isa barumsa amantii sobaa fashaleessuudhaan, namoota garaa qajeelaa qaban tuquu danda’u argachuun keenya baay’ee nu gammachiisa. "
"መጽሐፍ ቅዱስ ሙሉ በሙሉም ሆነ በከፊል ከ2,300 በሚበልጡ ቋንቋዎች ተተርጉሟል። ","Macaafni kun guutummaattis ta’e gar tokkoonsaa afaan 2,300 ol ta’uun hiikameera. "
[2] (አንቀጽ 9) በቲኦክራሲያዊ የአገልግሎት ትምህርት ቤት ከሚሰጠው ሥልጠና ተጠቀም የተባለው መጽሐፍ ከገጽ 62-64 ላይ በአገልግሎታችን ከሰዎች ጋር መወያየትን በተመለከተ ግሩም ሐሳቦችን ይዟል። ,"[2] (keeyyata 9) Kitaabni Mana Barumsaa Tajaajila Tiʼookraasiirraa Fayyadami jedhamu ful. 62-64, akkaataa itti tajaajila irratti namootaa wajjin marii gochuun dandaʼamu ilaalchisee yaada gaarii taʼe qabateera. "
ተጨማሪ ማብራሪያ ለማግኘት በይሖዋ ምሥክሮች የተዘጋጀውን ትክክለኛው የመጽሐፍ ቅዱስ ትምህርት ምንድን ነው? የተባለውን መጽሐፍ ምዕራፍ 15ን ተመልከት። ,"Odeeffannoo dabalataa argachuuf, kitaaba Macaafni Qulqulluun Maal Barsiisa? jedhamuufi Dhugaa Baatota Yihowaatiin qophaaʼe kana boqonnaa 15ffaa ilaali. "
ይህ፣ የዳንኤል ትንቢት በተባለው መጽሐፍ ገጽ 57 አንቀጽ 24 ላይ በወጣው ትምህርት እንዲሁም በገጽ 56 እና 139 ላይ ለሚገኙት ሥዕላዊ መግለጫዎች በተሰጡት ማብራሪያዎች ላይ የተደረገ ማስተካከያ ነው። ,"Ibsi kun yaada kitaaba Raajii Daaniʼel, fuula 57, keeyyata 24, chaartii fuula 56fi fuula 139rra jiru bakka buʼa. "
እኔ ግን ሁኔታው ተስፋ ያለው ባይመስልም ለ37 ዓመት ያህል ስለ መጽሐፍ ቅዱስ እውነት ነገርኩት።” ,"Abdii kan qabu fakkaachuu baatus, waggaa 37f dhugaa Macaafa Qulqulluu isatti himuukoo ittuman fufe.” "
መጽሐፍ ቅዱስ የይሖዋ ፍርድ ፍጹም እንደሆነ ይገልጻል። ,Macaafni Qulqulluun murtoon Yihowaa mudaa akka hin qabne ibsa. 
